100,3878.01
102,3267.13
104,2680.38
106,2207.3
108,1789.82
110,1484.74
112,1273.37
114,1086.99
116,934.88
118,827.81
120,738.68
122,661.91
124,599.25
126,549.02
128,509.62
130,476.9
132,448.78
134,424
136,403.3
138,387.82
140,379.29
142,375.62
144,374.61
146,374.17
148,373.77
150,373.33
152,374.84
154,376.71
156,374.29
158,361.3
160,334.51
162,301.93
164,269.67
166,243.9
168,221.32
170,199.64
172,178.2
174,157.05
176,136.66
178,115.98
180,95.25
182,75.52
184,57.42
186,41.47
188,27.8
190,16.73
192,8.56
194,2.91
196,-0.42
198,-1.38
200,-0.95
202,-0.14
204,-0.08
206,-1.02
208,-2.5
210,-5.15
212,-8.65
214,-11.81
216,-13.38
218,-12.42
220,-10.09
222,-6.6
224,-1.72
226,3.27
228,6.82
230,5.73
232,1.95
234,-1.23
236,-0.11
238,5.66
240,12.79
242,19.93
244,25.98
246,31.64
248,36.58
250,40.39
252,44.22
254,49.23
256,56.77
258,67.5
260,81.93
262,99.31
264,121.24
266,150.48
268,188.48
270,235.52
272,287.21
274,346.02
276,412.62
278,471.69
280,508.27
282,504.43
284,472.23
286,424.74
288,369.21
290,311.79
292,255.73
294,213.37
296,187.02
298,168.41
300,152.32
302,134.4
304,117.93
306,102.57
308,86.96
310,72.51
312,60.77
314,54.53
316,52.31
318,51.82
320,51.28
322,50.26
324,49.78
326,49.99
328,51
330,52.34
332,53.82
334,55.37
336,56.97
338,58.71
340,60.82
342,62.83
344,64.29
346,65.14
348,65.1
350,64.03
352,61.2
354,56.85
356,52.39
358,49.12
360,48.15
362,49.32
364,52.12
366,55.69
368,61.27
370,70.33
372,86.69
374,106.24
376,122.75
378,130.76
380,128.41
382,119.03
384,101.35
386,76.22
388,48.68
390,23.93
392,7.37
394,-3.38
396,-9.49
398,-10.51
400,-8.2
402,-4.45
404,-2.4
406,-2.48
408,-3.14
410,-4.85
412,-7.05
414,-8.36
416,-6.81
418,-0.69
420,8.03
422,18.13
424,28.71
426,39.03
428,48.43
430,56.12
432,61.41
434,63.87
436,62.72
438,58.09
440,51.42
442,42.91
444,33.32
446,24.58
448,19.15
450,19.93
452,23.79
454,28.26
456,32.31
458,34.36
460,33.38
462,24.16
464,8.43
466,-7.55
468,-16.92
470,-16.32
472,-11.95
474,-7.22
476,-5.16
478,-3.67
480,-1.68
482,1.11
484,4.32
486,7.51
488,11.07
490,14.86
492,18.87
494,21.76
496,23.77
498,26.76
500,33.72
502,46.67
504,60.73
506,71.9
508,75.93
510,75.24
512,72.3
514,69.04
516,65.23
518,59.8
520,52.89
522,44.77
524,36.48
526,27.72
528,18.84
530,11.26
532,7.54
534,10.57
536,15.87
538,19.33
540,15.86
542,7.89
544,-0.74
546,-7.83
548,-12.53
550,-15.79
552,-16.04
554,-13.16
556,-8.97
558,-5.62
560,-5.04
562,-5.24
564,-4.58
566,-1.05
568,3.5
570,6.99
572,7
574,4.34
576,1.32
578,-0.09
580,0.61
582,1.62
584,2.11
586,1.48
588,0.42
590,-0.85
592,-2.27
594,-3.72
596,-5.01
598,-5.48
600,-5.38
602,-5.09
604,-5.94
606,-7.41
608,-7.73
610,-4.65
612,2.63
614,10.78
616,17.96
618,22.5
620,24.6
622,23.6
624,17.33
626,8.46
628,0.11
630,-3.63
632,-3
634,-0.89
636,1.76
638,3.97
640,5.84
642,6.13
644,3.93
646,0.78
648,-2.34
650,-4.55
652,-5.82
654,-5.95
656,-3.29
658,0.82
660,4.29
662,4.01
664,-0.17
666,-5.18
668,-8.93
670,-9.99
672,-10.03
674,-9.66
676,-9.37
678,-8.94
680,-8.33
682,-7.78
684,-7.29
686,-6.81
688,-5.74
690,-4.09
692,-1.78
694,-0.92
696,-1.24
698,2.13
700,12.55
702,32.85
704,58.41
706,88.79
708,128.18
710,165.39
712,188.09
714,172.96
716,129.63
718,81.29
720,50.75
722,44.74
724,45.18
726,43.34
728,32.63
730,21.67
732,14.62
734,14.47
736,17.96
738,22.04
740,24.31
742,25.21
744,26.17
746,28.27
748,31.18
750,33.16
752,32.75
754,29.28
756,24.45
758,19.39
760,15.13
762,11.25
764,7.55
766,4.02
768,0.91
770,-1.5
772,-3.11
774,-3.93
776,-4.1
778,-3.6
780,-2.59
782,-1.42
784,-0.57
786,-0.48
788,-0.79
790,-1.23
792,-1.56
794,-1.95
796,-2.66
798,-4.45
800,-6.69
802,-8.45
804,-8.43
806,-6.64
808,-4.51
810,-3.16
812,-3.39
814,-4.11
816,-5.14
818,-6.55
820,-7.74
822,-8.03
824,-6.09
826,-2.89
828,0.1
830,0.88
832,-0.4
834,-1.97
836,-2.82
838,-2.4
840,-1.61
842,-0.62
844,0.35
846,1.16
848,1.4
850,0.28
852,-1.53
854,-3.31
856,-4.45
858,-4.87
860,-4.86
862,-4.42
864,-3.61
866,-2.45
868,-0.94
870,0.84
872,2.9
874,4.9
876,6.22
878,8
880,11.27
882,17.15
884,25.26
886,34.6
888,44.87
890,55.33
892,65.02
894,73.21
896,79.1
898,82.29
900,81.56
902,75.66
904,66.98
906,57.72
908,50.53
910,44.7
912,39.06
914,33.21
916,27.14
918,21.48
920,15.63
922,9.72
924,4.57
926,1.54
928,1.58
930,2.63
932,2.94
934,0.51
936,-3.42
938,-7.54
940,-10.98
942,-13.51
944,-15.21
946,-16.67
948,-17.43
950,-16.36
952,-10.97
954,-0.31
956,11.71
958,21
960,23.12
962,22.14
964,21.86
966,26.94
968,34.76
970,41.18
972,42.51
974,38.98
976,34.35
978,30.75
980,29.65
982,30.62
984,32.94
986,36.03
988,42.25
990,54.21
992,76.07
994,102.02
996,125.67
998,142.5
1000,150.28
1002,149.64
1004,134.56
1006,106.38
1008,74.81
1010,49.08
1012,36.55
1014,31.57
1016,31.84
1018,35.9
1020,43.32
1022,53.43
1024,64.68
1026,75.63
1028,84.98
1030,90.62
1032,92.31
1034,91.78
1036,89.29
1038,85.76
1040,82.67
1042,82.45
1044,87.62
1046,95.78
1048,104.89
1050,112.86
1052,120.25
1054,128.12
1056,138.01
1058,149.3
1060,159.72
1062,171.25
1064,184.81
1066,197.47
1068,215.64
1070,249.18
1072,292.31
1074,360.75
1076,480.04
1078,681.32
1080,966.03
1082,1321.81
1084,1607.41
1086,1651.33
1088,1501.13
1090,1237.34
1092,1018.98
1094,847.6
1096,706.54
1098,618.44
1100,560.94
1102,493.55
1104,437.13
1106,402.2
1108,387.65
1110,388.14
1112,395.43
1114,405.98
1116,415.42
1118,420.75
1120,416.15
1122,399.17
1124,374.3
1126,344.53
1128,313.04
1130,280.54
1132,248.41
1134,218.39
1136,192.31
1138,171.91
1140,160.05
1142,155.6
1144,155.08
1146,157.38
1148,160.22
1150,161.38
1152,156.12
1154,141.24
1156,122.05
1158,102.81
1160,88.13
1162,75.85
1164,64.1
1166,52.19
1168,40.52
1170,30.1
1172,20.63
1174,12.4
1176,5.68
1178,1.83
1180,1.23
1182,1.74
1184,0.98
1186,-3.52
1188,-8.91
1190,-12.73
1192,-12.21
1194,-8.85
1196,-4.92
1198,-1.51
1200,0.76
1202,2.14
1204,1.75
1206,-0.54
1208,-3.63
1210,-6.98
1212,-9.98
1214,-12.09
1216,-12.4
1218,-9.49
1220,-4.62
1222,0.82
1224,5.28
1226,8.78
1228,12.08
1230,15.52
1232,19.11
1234,22.22
1236,24.58
1238,26.08
1240,27.18
1242,27.88
1244,28.11
1246,28.66
1248,30.48
1250,35.4
1252,42.14
1254,48.76
1256,53.58
1258,56.21
1260,57.76
1262,58.04
1264,57.35
1266,56.25
1268,55.99
1270,57.84
1272,60.32
1274,62.19
1276,61.95
1278,60.8
1280,60.25
1282,61.21
1284,63.96
1286,68.01
1288,74.69
1290,83.68
1292,92.97
1294,99.79
1296,102.19
1298,103.34
1300,105.87
1302,112.74
1304,121.55
1306,129.98
1308,136.29
1310,140.66
1312,144.17
1314,146.9
1316,149.17
1318,151.33
1320,153.63
1322,156.45
1324,160.28
1326,165.9
1328,174.16
1330,183.47
1332,192.56
1334,200.57
1336,206.65
1338,210.16
1340,209.58
1342,205.19
1344,198.58
1346,190.62
1348,182.34
1350,174.5
1352,168.28
1354,164.78
1356,163.88
1358,165.65
1360,170.22
1362,177.37
1364,186.7
1366,197.31
1368,208.97
1370,221.5
1372,235.76
1374,250.77
1376,263.52
1378,271.32
1380,272.23
1382,267.83
1384,258.67
1386,245.16
1388,228.52
1390,210.1
1392,191.46
1394,173.64
1396,157.49
1398,144.18
1400,134.2
1402,127.27
1404,123.99
1406,124.16
1408,126.09
1410,128.09
1412,128.5
1414,128.29
1416,127.8
1418,126.7
1420,125.77
1422,125.87
1424,128.97
1426,134.36
1428,139.86
1430,144.11
1432,146.21
1434,146.83
1436,145.09
1438,140.49
1440,134.85
1442,130.21
1444,129.21
1446,129.96
1448,130.34
1450,127.34
1452,122.41
1454,118.38
1456,118.8
1458,123.49
1460,128.38
1462,129.65
1464,125.05
1466,118.51
1468,112.76
1470,110.45
1472,108.68
1474,105.23
1476,98.57
1478,88.96
1480,77.21
1482,61.87
1484,44.33
1486,27.28
1488,14.14
1490,6.41
1492,1.46
1494,-2.24
1496,-6.16
1498,-9.25
1500,-10.92
1502,-10.71
1504,-9.58
1506,-8.64
1508,-9.65
1510,-11.92
1512,-13.78
1514,-13.81
1516,-11.65
1518,-8.68
1520,-5.04
1522,-1.09
1524,2.47
1526,4.29
1528,2.65
1530,-0.56
1532,-3.43
1534,-3.64
1536,-1.94
1538,0.02
1540,0.95
1542,0.76
1544,0.57
1546,1.41
1548,3.62
1550,5.8
1552,6.51
1554,4.45
1556,1.34
1558,-1.08
1560,-0.35
1562,1.87
1564,3.52
1566,1.68
1568,-2.67
1570,-6.46
1572,-6.29
1574,-1.26
1576,4.91
1578,9.73
1580,11.29
1582,12
1584,13.16
1586,15.68
1588,19.71
1590,25.48
1592,34.08
1594,44.62
1596,55.44
1598,67.32
1600,78.63
1602,86.47
1604,85.62
1606,73.73
1608,57.68
1610,43.06
1612,35.68
1614,32.01
1616,29.65
1618,27.63
1620,25.84
1622,24.65
1624,23.29
1626,21.62
1628,19.84
1630,18.19
1632,16.86
1634,15.66
1636,14.43
1638,13.15
1640,12.09
1642,11.96
1644,14.16
1646,17.16
1648,19.33
1650,18.05
1652,14.33
1654,10.85
1656,10.31
1658,13.33
1660,17.18
1662,20.63
1664,22.62
1666,23.43
1668,23
1670,21.15
1672,17.9
1674,13.22
1676,6.36
1678,-1.32
1680,-8.06
1682,-11.58
1684,-11.66
1686,-10.27
1688,-7.83
1690,-5.11
1692,-2.66
1694,-2.28
1696,-5.97
1698,-11
1700,-14.82
1702,-14.1
1704,-10.8
1706,-7.63
1708,-7.4
1710,-9.77
1712,-12.39
1714,-13.63
1716,-12.96
1718,-11.92
1720,-11.78
1722,-13.59
1724,-15.46
1726,-15.84
1728,-13.1
1730,-8.53
1732,-3.67
1734,-0.53
1736,1.55
1738,4.07
1740,8.62
1742,15.08
1744,21.25
1746,25.44
1748,26.49
1750,25.72
1752,23.83
1754,21.36
1756,18.33
1758,14.59
1760,9.58
1762,4.43
1764,0.47
1766,0.51
1768,3.82
1770,7.46
1772,7.86
1774,3.67
1776,-1.38
1778,-4.34
1780,-2.63
1782,0.66
1784,3.01
1786,1.65
1788,-1.51
1790,-4.18
1792,-3.87
1794,-1.3
1796,1.19
1798,1.23
1800,-1.58
1802,-4.73
1804,-6.12
1806,-4.3
1808,-1.62
1810,0.11
1812,-1.03
1814,-3.33
1816,-5.16
1818,-5.08
1820,-3.52
1822,-1.6
1824,0.39
1826,2.1
1828,3.48
1830,3.94
1832,3.24
1834,2.13
1836,0.88
1838,-0.25
1840,-1.04
1842,-0.88
1844,1.8
1846,5.45
1848,8.13
1850,6.46
1852,1.35
1854,-3.86
1856,-5.62
1858,-2.83
1860,0.9
1862,2.99
1864,1.35
1866,-1.4
1868,-3.47
1870,-3.17
1872,-1.54
1874,0.21
1876,0.98
1878,1.13
1880,1.56
1882,3.81
1884,7.64
1886,11.08
1888,11.43
1890,7.23
1892,1.82
1894,-1.61
1896,0.41
1898,4.3
1900,6.65
1902,3.13
1904,-3.86
1906,-10.46
1908,-12.83
1910,-11.07
1912,-8.69
1914,-8.14
1916,-10.64
1918,-13.46
1920,-15.29
1922,-15.1
1924,-13.71
1926,-11.46
1928,-8.21
1930,-4.55
1932,-1.2
1934,0.54
1936,0.92
1938,0.95
1940,1.08
1942,1.66
1944,2.56
1946,4.34
1948,7.34
1950,10.48
1952,12.83
1954,13.34
1956,12.67
1958,11.4
1960,9.55
1962,7.59
1964,5.94
1966,5.82
1968,7.12
1970,8.59
1972,9.33
1974,8.7
1976,7.4
1978,5.44
1980,2.75
1982,-0.08
1984,-2.36
1986,-2.92
1988,-2.52
1990,-2.2
1992,-1.31
1994,-1.32
1996,-7.25
1998,-0.12
2000,-3.94
2002,-5.99
2004,-2.44
2006,-3.47
2008,-4.39
2010,-3.85
2012,-2.98
2014,-1.81
2016,-0.65
2018,-0.2
2020,-0.24
2022,-0.32
2024,0.11
2026,0.94
2028,1.51
2030,0.42
2032,-2.6
2034,-11.11
2036,-15.81
2038,4.29
2040,10.15
2042,-9.51
2044,-10.52
2046,-2.75
2048,-1.39
2050,-2.05
2052,-4.04
2054,-5.98
2056,-6.34
2058,-4.51
2060,-1.91
2062,0.46
2064,1.65
2066,2.2
2068,2.38
2070,2.23
2072,1.78
2074,0.98
2076,-0.66
2078,-2.59
2080,-3.99
2082,-3.1
2084,0.22
2086,3.89
2088,5.93
2090,4.84
2092,2.81
2094,1.26
2096,1.63
2098,3
2100,4.63
2102,6.78
2104,8.82
2106,10.15
2108,8.75
2110,4.92
2112,0.82
2114,-0.79
2116,1.49
2118,4.6
2120,5.84
2122,2.52
2124,-2.32
2126,-5.89
2128,-4.82
2130,-1.16
2132,2.13
2134,2.2
2136,-0.72
2138,-3.95
2140,-6.41
2142,-7.27
2144,-7.33
2146,-5.75
2148,-1.89
2150,2.41
2152,4.93
2154,2.42
2156,-2.32
2158,-6.18
2160,-5.24
2162,-0.68
2164,3.97
2166,6.31
2168,5.51
2170,3.73
2172,1.06
2174,-2.16
2176,-5.18
2178,-6.51
2180,-4.2
2182,-0.45
2184,2.57
2186,2.07
2188,-0.78
2190,-3.8
2192,-5.8
2194,-6.33
2196,-6.24
2198,-4.93
2200,-2.44
2202,0.15
2204,1.43
2206,-0.05
2208,-2.63
2210,-4.93
2212,-5.41
2214,-4.74
2216,-3.92
2218,-4.27
2220,-5.25
2222,-5.43
2224,-2.88
2226,2.56
2228,8.32
2230,12.23
2232,12.59
2234,11.32
2236,9.52
2238,8.08
2240,6.73
2242,5.3
2244,4.36
2246,3.6
2248,2.59
2250,0.36
2252,-3
2254,-6.36
2256,-8.68
2258,-9.37
2260,-9.25
2262,-8.96
2264,-9.21
2266,-9.15
2268,-8.12
2270,-5.47
2272,-1.79
2274,2.04
2276,6.33
2278,10.26
2280,13.01
2282,11.4
2284,5.05
2286,-2.01
2288,-4.79
2290,1.33
2292,7.9
2294,11.99
2296,16.14
2298,6.35
2300,-27.25
